Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting
6.3861E+17,-12.56659508,48.90322876,-2.575375795,-0.01271368,0.04882063,-0.002445385,-0.075660594,1.040875912,0.834940135,-1.587626338,0.781932712,-1.845856905,TRUE
6.3861E+17,-9.548575401,50.05562973,-3.844468117,-0.009975069,0.04980003,-0.003527215,-0.057979044,1.055156827,0.836977601,-1.587626338,0.77937597,-1.83690834,TRUE
6.3861E+17,-6.715203285,53.08224487,-5.13413763,-0.007191327,0.05252343,-0.005009852,-0.041119888,1.078822374,0.852054596,-1.581234455,0.776819229,-1.833073258,TRUE
6.3861E+17,-4.677733421,57.79311752,-3.526965857,-0.004803674,0.05730464,-0.003859879,-0.028372724,1.09310329,0.889543355,-1.582512856,0.772984147,-1.830516458,TRUE
6.3861E+17,-5.124868393,58.4912529,-2.226226807,-0.005051565,0.05845665,-0.002388173,-0.030839916,1.08861506,0.898915589,-1.605523467,0.785767794,-1.829238176,TRUE
6.3861E+17,-7.184671402,55.98562241,1.184451818,-0.006811533,0.05651254,0.000589681,-0.042353485,1.055972934,0.894840717,-1.622142315,0.793438017,-1.821567893,TRUE
6.3861E+17,-8.825335503,51.07709122,3.198361635,-0.008602695,0.05165215,0.002989785,-0.051399861,1.0200665,0.870799005,-1.625977397,0.797273159,-1.808784246,TRUE
6.3861E+17,-9.036293983,47.23648834,1.842762709,-0.009117879,0.04747967,0.002055882,-0.053044658,1.008641839,0.840644956,-1.61191535,0.794716418,-1.801113963,TRUE
6.3861E+17,-8.008353233,46.98900986,0.876964152,-0.008225589,0.04694283,0.001041663,-0.047287874,1.013130069,0.834940135,-1.582512856,0.789602935,-1.821567893,TRUE
6.3861E+17,-6.715560436,47.65099335,-1.79062295,-0.006932647,0.04748312,-0.001519287,-0.04029749,1.031899333,0.828420401,-1.563337326,0.787046194,-1.861197352,TRUE
6.3861E+17,-5.651332378,49.35879898,-4.801379681,-0.00565661,0.04921185,-0.004648669,-0.034540705,1.058012962,0.828012884,-1.546718478,0.783211052,-1.879094481,TRUE
6.3861E+17,-5.416734695,52.5973053,-3.746538877,-0.005345563,0.05223232,-0.003851629,-0.032895911,1.068621755,0.853684545,-1.528821349,0.769149005,-1.871424317,TRUE
6.3861E+17,-6.13034296,54.65864944,-2.776052237,-0.005991295,0.05439897,-0.002850571,-0.037007902,1.073109984,0.871206462,-1.544161797,0.774262488,-1.859918952,TRUE
6.3861E+17,-7.425354958,56.05040741,-1.257905245,-0.007277781,0.05593428,-0.001484716,-0.04440948,1.070661902,0.886283457,-1.56972909,0.781932712,-1.850970387,TRUE
6.3861E+17,-8.822399139,55.07170105,0.435834855,-0.008525603,0.05528556,7.15E-05,-0.052222259,1.05556488,0.886283457,-1.594018102,0.790881276,-1.849691987,TRUE
6.3861E+17,-8.887713432,52.46157455,0.354571491,-0.008956452,0.05253045,0.000338981,-0.052633457,1.043324113,0.868761539,-1.604245067,0.793438017,-1.83562994,TRUE
6.3861E+17,-7.106386185,51.68153381,-2.277136803,-0.007320633,0.05168287,-0.002072855,-0.042764686,1.055156827,0.853277087,-1.595296502,0.790881276,-1.824124694,TRUE
6.3861E+17,-6.105433464,52.23801422,-3.448833466,-0.006246444,0.05215884,-0.003311272,-0.037007902,1.064949512,0.852462113,-1.578677773,0.784489453,-1.817732811,TRUE
6.3861E+17,-4.311673641,52.93196106,-4.550077438,-0.004379028,0.05293196,-0.004551864,-0.026316728,1.075150132,0.85286957,-1.558223844,0.77809763,-1.813897729,TRUE
6.3861E+17,-4.341507435,52.37255478,-3.416700125,-0.004335239,0.05250394,-0.003654841,-0.026316728,1.0657655,0.853277087,-1.545440078,0.772984147,-1.825402975,TRUE
6.3861E+17,-5.647531033,51.05936813,-0.92195338,-0.005432184,0.05115482,-0.001186056,-0.03371831,1.044548154,0.854092062,-1.544161797,0.775540888,-1.833073258,TRUE
6.3861E+17,-7.046267509,49.8229332,1.21492064,-0.006969335,0.0498665,0.001042632,-0.04153109,1.02577889,0.854499519,-1.553110361,0.781932712,-1.840743423,TRUE
6.3861E+17,-7.613327503,49.5714035,1.398181558,-0.007613328,0.04957141,0.001398182,-0.044820677,1.023330808,0.853684545,-1.564615607,0.788324535,-1.845856905,TRUE
6.3861E+17,-7.072577477,50.75501633,0.177525342,-0.007219653,0.05057517,0.000369845,-0.041942287,1.036387563,0.856536925,-1.56972909,0.788324535,-1.845856905,TRUE
6.3861E+17,-5.465218544,52.26460648,-2.273218632,-0.005536667,0.05221122,-0.002180708,-0.032895911,1.058421016,0.856944442,-1.57100749,0.788324535,-1.847135305,TRUE
6.3861E+17,-3.858511209,53.83584976,-3.75621438,-0.004067451,0.05370622,-0.003521991,-0.023438336,1.075150132,0.861834288,-1.562058926,0.781932712,-1.840743423,TRUE
